date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:20	242829/242829	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:37:34%20GMT	https://www.beardo.in/	/home/dhawal/websites/my%20new%20project/www.beardo.in/index.html	(from )
10:45:21	188/188	---M-Z	200	added ('OK')	text/plain	etag:%221d8-586a615b0d833-gzip%22	https://www.beardo.in/robots.txt		(from )
10:45:21	2677/2677	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/images/xshortcut-icon.png.pagespeed.ic.G6Zj1hDg3y.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/images/xshortcut-icon.png.pagespeed.ic.G6Zj1hDg3y.png	(from https://www.beardo.in/)
10:45:22	492/492	---M--	200	added ('OK')	application/json	etag:%221ec-586a619cae195%22	https://www.beardo.in/manifest.json	/home/dhawal/websites/my%20new%20project/www.beardo.in/manifest.json	(from https://www.beardo.in/)
10:45:26	2236/2236	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/appicons/xicons-76.png.pagespeed.ic.zixUyRyOFN.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/appicons/xicons-76.png.pagespeed.ic.zixUyRyOFN.png	(from https://www.beardo.in/)
10:45:28	35355/35355	---M-Z	200	added ('OK')	image/png	etag:%228a1b-586a615851534-gzip%22	https://www.beardo.in/appicons/icons-512.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/appicons/icons-512.png	(from https://www.beardo.in/)
10:45:29	4202/4202	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/appicons/xicons-120.png.pagespeed.ic.13YfGASE9J.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/appicons/xicons-120.png.pagespeed.ic.13YfGASE9J.png	(from https://www.beardo.in/)
10:45:31	6140/6140	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/appicons/xicons-152.png.pagespeed.ic.vCjsQF5hbL.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/appicons/xicons-152.png.pagespeed.ic.vCjsQF5hbL.png	(from https://www.beardo.in/)
10:45:37	8052/8052	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/appicons/xicons-180.png.pagespeed.ic.wu364aaniH.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/appicons/xicons-180.png.pagespeed.ic.wu364aaniH.png	(from https://www.beardo.in/)
10:45:38	7161/7161	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/appicons/xicons-167.png.pagespeed.ic.f6CDEqeyK3.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/appicons/xicons-167.png.pagespeed.ic.f6CDEqeyK3.png	(from https://www.beardo.in/)
10:45:45	1366/1366	---MC-	200	added ('OK')	text/css	date:Tue,%2019%20Nov%202019%2007:37:57%20GMT	https://fonts.googleapis.com/css?family=Montserrat:300,400,500,600,700&display=swap	/home/dhawal/websites/my%20new%20project/fonts.googleapis.com/css87a0.css	(from https://www.beardo.in/)
10:45:45	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2019%20Nov%202019%2007:38:00%20GMT	https://www.googletagmanager.com/gtm.js?id=	/home/dhawal/websites/my%20new%20project/www.googletagmanager.com/gtm.95445.delayed	(from https://www.beardo.in/)
10:45:56	123946/123946	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2019%20Nov%202019%2007:38:09%20GMT	https://connect.facebook.net/en_US/fbevents.js	/home/dhawal/websites/my%20new%20project/connect.facebook.net/en_US/fbevents.js	(from https://www.beardo.in/)
10:46:02	13064/13064	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2011%20Nov%202019%2023:04:13%20GMT	https://sc-static.net/scevent.min.js	/home/dhawal/websites/my%20new%20project/sc-static.net/scevent.min.js	(from https://www.beardo.in/)
10:46:16	320/320	---M-Z	200	added ('OK')	text/javascript	etag:%22140-586a615b12653-gzip%22	https://www.beardo.in/service-worker.js	/home/dhawal/websites/my%20new%20project/www.beardo.in/service-worker.js	(from https://www.beardo.in/)
10:46:18	14940/14940	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	https://www.beardo.in/css/A.newhome1.27.css.pagespeed.cf.ZZX31LEzdb.css	/home/dhawal/websites/my%20new%20project/www.beardo.in/css/A.newhome1.27.css.pagespeed.cf.ZZX31LEzdb.css	(from https://www.beardo.in/)
10:46:28	2178/2178	---MCZ	200	added ('OK')	text/css	etag:W/%225c17cf3b-882%22	https://cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.9.1/tiny-slider.css	/home/dhawal/websites/my%20new%20project/cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.9.1/tiny-slider.css	(from https://www.beardo.in/)
10:46:30	14826/14826	---M--	200	added ('OK')	image/jpeg	etag:%224021d410a2d9eb9260dd5fed8196879c%22	https://s3.ap-south-1.amazonaws.com/beardoc/newhome/new-home-bg-dark2.jpg	/home/dhawal/websites/my%20new%20project/s3.ap-south-1.amazonaws.com/beardoc/newhome/new-home-bg-dark2.jpg	(from https://www.beardo.in/)
10:46:33	8702/8702	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/images/xlogo-white.png.pagespeed.ic.hEV7tbKVnJ.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/images/xlogo-white.png.pagespeed.ic.hEV7tbKVnJ.png	(from https://www.beardo.in/)
10:46:36	127041/127041	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:38:50%20GMT	https://www.beardo.in/categories	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories.html	(from https://www.beardo.in/)
10:46:38	57734/57734	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:38:51%20GMT	https://www.beardo.in/categories/beard	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/beard.html	(from https://www.beardo.in/)
10:46:39	1587/1587	---M--	200	added ('OK')	image/jpeg	etag:%220d5d737420b516f99db9ba487be51c31%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-growthoil-181.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-growthoil-181.jpg	(from https://www.beardo.in/)
10:46:41	28947/28947	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:38:55%20GMT	https://www.beardo.in/categories/fragrance	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/fragrance.html	(from https://www.beardo.in/)
10:46:41	2234/2234	---M--	200	added ('OK')	image/jpeg	etag:%2298e3c469f67577a4e49ad10eb50c03aa%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-1-1792.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-1-1792.jpg	(from https://www.beardo.in/)
10:46:44	30066/30066	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:38:58%20GMT	https://www.beardo.in/categories/turmeric-range	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/turmeric-range.html	(from https://www.beardo.in/)
10:46:45	10669/10669	---M--	200	added ('OK')	image/png	etag:%222b7e38293d7066ffa0237e339034f7bc%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-turmeric-face-scrub-512x512-2680.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-turmeric-face-scrub-512x512-2680.png	(from https://www.beardo.in/)
10:46:47	47713/47713	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:01%20GMT	https://www.beardo.in/categories/hair	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/hair.html	(from https://www.beardo.in/)
10:46:48	8796/8796	---M--	200	added ('OK')	image/png	etag:%2228e28915b419d19be2401c198389690f%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-hair-29.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-hair-29.png	(from https://www.beardo.in/)
10:46:50	71265/71265	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:04%20GMT	https://www.beardo.in/categories/skin	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/skin.html	(from https://www.beardo.in/)
10:46:50	6240/6240	---M--	200	added ('OK')	image/png	etag:%2230f8cd1ea9293f82007b530971309a0b%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-skin-30.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-skin-30.png	(from https://www.beardo.in/)
10:46:53	51367/51367	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:07%20GMT	https://www.beardo.in/categories/combo	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/combo.html	(from https://www.beardo.in/)
10:46:54	4943/4943	---M--	200	added ('OK')	image/png	etag:%22eac459c40e874adc70ad9e9762721f98%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-combo-32.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-combo-32.png	(from https://www.beardo.in/)
10:46:56	35714/35714	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:10%20GMT	https://www.beardo.in/categories/gift	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/gift.html	(from https://www.beardo.in/)
10:46:56	2328/2328	---M--	200	added ('OK')	image/jpeg	etag:%228e79e655040a65d41198cd560c16a1a8%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-tshirt-new-1844.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-tshirt-new-1844.jpg	(from https://www.beardo.in/)
10:47:02	33672/33672	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:13%20GMT	https://www.beardo.in/categories/tools	/home/dhawal/websites/my%20new%20project/www.beardo.in/categories/tools.html	(from https://www.beardo.in/)
10:47:18	5833/5833	---M--	200	added ('OK')	image/png	etag:%22ea39a22f305bb1109f37e8efe4bcc04e%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-tools-34.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-tools-34.png	(from https://www.beardo.in/)
10:47:22	43914/43914	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:35%20GMT	https://www.beardo.in/concerns/hair-fall	/home/dhawal/websites/my%20new%20project/www.beardo.in/concerns/hair-fall.html	(from https://www.beardo.in/)
10:47:22	2996/2996	---M--	200	added ('OK')	image/jpeg	etag:%228e414e7c6b75c47f4658ecd9072dcc15%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-hfc-600x600-81.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-hfc-600x600-81.jpg	(from https://www.beardo.in/)
10:47:24	40645/40645	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:38%20GMT	https://www.beardo.in/concerns/acne	/home/dhawal/websites/my%20new%20project/www.beardo.in/concerns/acne.html	(from https://www.beardo.in/)
10:47:26	2385/2385	---M--	200	added ('OK')	image/jpeg	etag:%221019eee880fd96ea1358232c430defe2%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-new-ultraglow-copy-600x600-82.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-new-ultraglow-copy-600x600-82.jpg	(from https://www.beardo.in/)
10:47:29	39268/39268	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:41%20GMT	https://www.beardo.in/concerns/beard-growth	/home/dhawal/websites/my%20new%20project/www.beardo.in/concerns/beard-growth.html	(from https://www.beardo.in/)
10:47:30	1587/1587	---M--	200	added ('OK')	image/jpeg	etag:%220d5d737420b516f99db9ba487be51c31%22	http://beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-growthoil-185.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x100-growthoil-185.jpg	(from https://www.beardo.in/)
10:47:34	28238/28238	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:47%20GMT	https://www.beardo.in/community	/home/dhawal/websites/my%20new%20project/www.beardo.in/community.html	(from https://www.beardo.in/)
10:47:44	35552/35552	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:39:50%20GMT	https://www.beardo.in/about-us	/home/dhawal/websites/my%20new%20project/www.beardo.in/about-us.html	(from https://www.beardo.in/)
10:48:19	37389/37389	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:27%20GMT	https://www.beardo.in/careers	/home/dhawal/websites/my%20new%20project/www.beardo.in/careers.html	(from https://www.beardo.in/)
10:48:22	28859/28859	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:35%20GMT	https://www.beardo.in/privacy-policy	/home/dhawal/websites/my%20new%20project/www.beardo.in/privacy-policy.html	(from https://www.beardo.in/)
10:48:23	29355/29355	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:37%20GMT	https://www.beardo.in/terms-conditions	/home/dhawal/websites/my%20new%20project/www.beardo.in/terms-conditions.html	(from https://www.beardo.in/)
10:48:25	32666/32666	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:39%20GMT	https://www.beardo.in/beardo-points-rewards	/home/dhawal/websites/my%20new%20project/www.beardo.in/beardo-points-rewards.html	(from https://www.beardo.in/)
10:48:26	28082/28082	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:40%20GMT	https://www.beardo.in/return-refund-policy	/home/dhawal/websites/my%20new%20project/www.beardo.in/return-refund-policy.html	(from https://www.beardo.in/)
10:48:28	28439/28439	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:42%20GMT	https://www.beardo.in/contact-us	/home/dhawal/websites/my%20new%20project/www.beardo.in/contact-us.html	(from https://www.beardo.in/)
10:48:32	60986/60986	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:44%20GMT	https://www.beardo.in/blog	/home/dhawal/websites/my%20new%20project/www.beardo.in/blog.html	(from https://www.beardo.in/)
10:48:32	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2019%20Nov%202019%2007:40:46%20GMT	https://www.beardo.in/account/wishlist	/home/dhawal/websites/my%20new%20project/www.beardo.in/account/wishlist	(from https://www.beardo.in/)
10:48:35	44647/44647	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:49%20GMT	https://www.beardo.in/login	/home/dhawal/websites/my%20new%20project/www.beardo.in/login.html	(from https://www.beardo.in/)
10:48:36	829/829	---M-Z	200	added ('OK')	image/png	etag:%2233d-586a6159030ec-gzip%22	https://www.beardo.in/images/home-2018-05-search.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/images/home-2018-05-search.png	(from https://www.beardo.in/)
10:48:38	464/464	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/images/xhome-2018-05-user.png.pagespeed.ic.9jLc4zJ5Pp.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/images/xhome-2018-05-user.png.pagespeed.ic.9jLc4zJ5Pp.png	(from https://www.beardo.in/)
10:48:40	31230/31230	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:53%20GMT	https://www.beardo.in/cart	/home/dhawal/websites/my%20new%20project/www.beardo.in/cart.html	(from https://www.beardo.in/)
10:48:41	981/981	---M-Z	200	added ('OK')	image/png	etag:%223d5-586a6159030ec-gzip%22	https://www.beardo.in/images/home-2018-05-cart.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/images/home-2018-05-cart.png	(from https://www.beardo.in/)
10:48:43	67581/67581	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:40:57%20GMT	https://www.beardo.in/oil/beardo-beard-hair-growth-oil-for-full-beard	/home/dhawal/websites/my%20new%20project/www.beardo.in/oil/beardo-beard-hair-growth-oil-for-full-beard.html	(from https://www.beardo.in/)
10:48:46	98329/98329	---M--	200	added ('OK')	image/jpeg	etag:%22f885c4b23f63b3a1aff3f23e37f510a1%22	https://beardoc.s3.ap-south-1.amazonaws.com/uploads/img-20191018-wa0006-3062.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/img-20191018-wa0006-3062.jpg	(from https://www.beardo.in/)
10:48:46	39504/39504	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:41:00%20GMT	https://www.beardo.in/paypal-offers	/home/dhawal/websites/my%20new%20project/www.beardo.in/paypal-offers.html	(from https://www.beardo.in/)
10:48:53	55681/55681	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:41:04%20GMT	https://www.beardo.in/fragrance/beardo-dark-side-perfume-for-men	/home/dhawal/websites/my%20new%20project/www.beardo.in/fragrance/beardo-dark-side-perfume-for-men.html	(from https://www.beardo.in/)
10:48:54	327886/327886	---M--	200	added ('OK')	image/jpeg	etag:%229f0914fab75e3cc338767ff1a3ad3ed1%22	https://beardoc.s3.ap-south-1.amazonaws.com/uploads/paypal-banner-3471.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/paypal-banner-3471.jpg	(from https://www.beardo.in/)
10:49:02	5751/5751	---M--	200	added ('OK')	image/png	etag:%225e92ee04194780acb66af37002a16048%22	https://beardoc.s3.ap-south-1.amazonaws.com/newhome/badge/50.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/newhome/badge/50.png	(from https://www.beardo.in/)
10:49:10	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Nov%202019%2007:41:23%20GMT	https://www.beardo.in/uploads/beardo-darkside-perfume-bottle-512x512-2529.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/uploads/beardo-darkside-perfume-bottle-512x512-2529.png	(from https://www.beardo.in/)
10:49:20	113512/113512	---M--	200	added ('OK')	image/png	etag:%22e17cd5e50e2524264ee684bd90f2f107%22	https://beardoc.s3.ap-south-1.amazonaws.com:443/uploads/beardo-darkside-perfume-bottle-512x512-2529.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com_443/uploads/beardo-darkside-perfume-bottle-512x512-2529.png	(from https://www.beardo.in/)
10:49:21	63577/63577	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:41:36%20GMT	https://www.beardo.in/hair/beardo-hair-fall-control-kit-shampoo-serum-growth-oil	/home/dhawal/websites/my%20new%20project/www.beardo.in/hair/beardo-hair-fall-control-kit-shampoo-serum-growth-oil.html	(from https://www.beardo.in/)
10:49:24	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Nov%202019%2007:41:38%20GMT	https://www.beardo.in/uploads/hair-fall-control-kit-512x512-3055.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/uploads/hair-fall-control-kit-512x512-3055.41.delayed	(from https://www.beardo.in/)
10:49:38	61680/61680	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:41:50%20GMT	https://www.beardo.in/skin/beardo-lip-lightner-for-men	/home/dhawal/websites/my%20new%20project/www.beardo.in/skin/beardo-lip-lightner-for-men.html	(from https://www.beardo.in/)
10:49:52	142881/142881	---M--	200	added ('OK')	image/png	etag:%22195ccd271f241eb5f0732c9218c0e890%22	https://beardoc.s3.ap-south-1.amazonaws.com:443/uploads/hair-fall-control-kit-512x512-3055.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com_443/uploads/hair-fall-control-kit-512x512-3055.png	(from https://www.beardo.in/)
10:49:57	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Nov%202019%2007:42:12%20GMT	https://www.beardo.in/uploads/beardo-lip-lightener-512x512-2554.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/uploads/beardo-lip-lightener-512x512-2554.44.delayed	(from https://www.beardo.in/)
10:50:17	28947/28947	---M--	200	added ('OK')	image/png	etag:%22e904d64a4b7e5686c89c7d34b9c0833f%22	https://beardoc.s3.ap-south-1.amazonaws.com:443/uploads/beardo-lip-lightener-512x512-2554.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com_443/uploads/beardo-lip-lightener-512x512-2554.png	(from https://www.beardo.in/)
10:50:23	62716/62716	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:42:33%20GMT	https://www.beardo.in/skin/beardo-the-dirty-charcoal-combo	/home/dhawal/websites/my%20new%20project/www.beardo.in/skin/beardo-the-dirty-charcoal-combo.html	(from https://www.beardo.in/)
10:50:26	5329/5329	---M--	200	added ('OK')	image/png	etag:%22c41c996f219e8391dc5aa4a54b765c7b%22	https://beardoc.s3.ap-south-1.amazonaws.com/newhome/badge/17.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/newhome/badge/17.png	(from https://www.beardo.in/)
10:50:27	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Nov%202019%2007:42:41%20GMT	https://www.beardo.in/uploads/the-dirty-charcoal-combo-512x512-2569.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/uploads/the-dirty-charcoal-combo-512x512-2569.png	(from https://www.beardo.in/)
10:50:37	83347/83347	---M--	200	added ('OK')	image/png	etag:%227d5be8b6b34e25f356745a430721bf9e%22	https://beardoc.s3.ap-south-1.amazonaws.com:443/uploads/the-dirty-charcoal-combo-512x512-2569.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com_443/uploads/the-dirty-charcoal-combo-512x512-2569.png	(from https://www.beardo.in/)
10:50:39	58603/58603	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:42:49%20GMT	https://www.beardo.in/skin/beardo-body-lotion-with-argan-oil-for-men	/home/dhawal/websites/my%20new%20project/www.beardo.in/skin/beardo-body-lotion-with-argan-oil-for-men.html	(from https://www.beardo.in/)
10:50:40	5565/5565	---M--	200	added ('OK')	image/png	etag:%22ddb52d56a4201cfd457c4395c66ec771%22	https://beardoc.s3.ap-south-1.amazonaws.com/newhome/badge/21.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/newhome/badge/21.png	(from https://www.beardo.in/)
10:50:42	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Nov%202019%2007:42:56%20GMT	https://www.beardo.in/uploads/beardo-body-lotion-argan-oil-512x512-2524.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/uploads/beardo-body-lotion-argan-oil-512x512-2524.png	(from https://www.beardo.in/)
10:50:44	14651/14651	---M--	200	added ('OK')	image/png	etag:%223847b11183b3c77e88450587c2b082c2%22	https://beardoc.s3.ap-south-1.amazonaws.com:443/uploads/beardo-body-lotion-argan-oil-512x512-2524.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com_443/uploads/beardo-body-lotion-argan-oil-512x512-2524.png	(from https://www.beardo.in/)
10:50:48	58885/58885	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:43:01%20GMT	https://www.beardo.in/skin/beardo-turmeric-clay-mask-for-men	/home/dhawal/websites/my%20new%20project/www.beardo.in/skin/beardo-turmeric-clay-mask-for-men.html	(from https://www.beardo.in/)
10:50:51	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Nov%202019%2007:43:05%20GMT	https://www.beardo.in/uploads/termeric-clay-mask-512x512-2639.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/uploads/termeric-clay-mask-512x512-2639.4f.delayed	(from https://www.beardo.in/)
10:50:56	129692/129692	---M--	200	added ('OK')	image/png	etag:%22f9d8877bf75b4f11d469ce2b139bf1f2%22	https://beardoc.s3.ap-south-1.amazonaws.com:443/uploads/termeric-clay-mask-512x512-2639.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com_443/uploads/termeric-clay-mask-512x512-2639.png	(from https://www.beardo.in/)
10:51:00	16597/16597	---M--	200	added ('OK')	image/jpeg	etag:%227f7da9cc0d13b6a650e18f0f36eee417%22	https://beardoc.s3.ap-south-1.amazonaws.com/uploads/img-20191018-wa0001-3063.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/img-20191018-wa0001-3063.jpg	(from https://www.beardo.in/)
10:51:03	63769/63769	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:43:15%20GMT	https://www.beardo.in/oil/beardo-godfather-beardo-oil	/home/dhawal/websites/my%20new%20project/www.beardo.in/oil/beardo-godfather-beardo-oil.html	(from https://www.beardo.in/)
10:51:04	7908/7908	---M--	200	added ('OK')	image/jpeg	etag:%22b1666fa55c8fea67ac9a993b8991561f%22	https://beardoc.s3.ap-south-1.amazonaws.com/uploads/x283-godfather-image-1869.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x283-godfather-image-1869.jpg	(from https://www.beardo.in/)
10:51:08	386/386	---M--	200	added ('OK')	image/png	etag:%229b69f05872c6116a597f04fd9c810fc5%22	https://beardoc.s3.ap-south-1.amazonaws.com/thunder/eye.png	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/thunder/eye.png	(from https://www.beardo.in/)
10:51:09	13217/13217	---M-Z	200	added ('OK')	image/png	etag:W/%220-gzip%22	https://www.beardo.in/images/xtop-seller.png.pagespeed.ic.nFWRPPLRuf.png	/home/dhawal/websites/my%20new%20project/www.beardo.in/images/xtop-seller.png.pagespeed.ic.nFWRPPLRuf.png	(from https://www.beardo.in/)
10:51:13	5316/5316	---M--	200	added ('OK')	image/jpeg	etag:%22c2f7263ebbbbcaac60ff705d665f2932%22	https://beardoc.s3.ap-south-1.amazonaws.com/uploads/x283-beardo-growthoil-white-1--43.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x283-beardo-growthoil-white-1--43.jpg	(from https://www.beardo.in/)
10:51:15	59815/59815	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2007:43:29%20GMT	https://www.beardo.in/wax/beardo-beard-mustache-wax-extra-strong	/home/dhawal/websites/my%20new%20project/www.beardo.in/wax/beardo-beard-mustache-wax-extra-strong.html	(from https://www.beardo.in/)
10:51:16	14391/14391	---M--	200	added ('OK')	image/jpeg	etag:%22940fe632030c0ce0c18fc5213e346b00%22	https://beardoc.s3.ap-south-1.amazonaws.com/uploads/x283-strong-631.jpg	/home/dhawal/websites/my%20new%20project/beardoc.s3.ap-south-1.amazonaws.com/uploads/x283-strong-631.jpg	(from https://www.beardo.in/)
